id,budget,revenue,release_year,original_title,vote_count,keywords
4348,28000000,121147947,2005,Pride & Prejudice,749,not_novel
142,14000000,178043761,2005,Brokeback Mountain,780,not_novel
9928,75000000,260696994,2005,Robots,858,not_novel
13417,0,0,2005,Kronk's New Groove,136,not_novel
11679,87000000,71073932,2005,xXx: State of the Union,292,not_novel
9779,25000000,39053061,2005,The Sisterhood of the Traveling Pants,195,not_novel
787,110000000,478207520,2005,Mr. & Mrs. Smith,1750,not_novel
8923,0,3154346,2005,Hooligans,384,not_novel
1656,75000000,142400065,2005,The Legend of Zorro,592,not_novel
1830,42000000,24127895,2005,Lord of War,822,not_novel
6795,65000000,64321501,2005,Zathura: A Space Adventure,389,not_novel
9947,43000000,56681566,2005,Elektra,329,not_novel
10320,0,161451538,2005,The Ring Two,279,not_novel
3933,40000000,117195061,2005,Corpse Bride,1022,not_novel
533,30000000,192452832,2005,The Curse of the Were-Rabbit,373,not_novel
2800,70000000,88933562,2005,Rumor Has It...,181,not_novel
14174,2200000,0,2005,Lie with Me,36,not_novel
9667,29000000,21126225,2005,The Jacket,219,not_novel
25,72000000,96889998,2005,Jarhead,448,not_novel
9392,0,0,2005,The Descent,551,not_novel
16320,39000000,38869464,2005,Serenity,814,not_novel
215,4000000,152925093,2005,Saw II,617,not_novel
9007,58000000,102854431,2005,Just Like Heaven,304,not_novel
11451,50000000,66002004,2005,Herbie Fully Loaded,294,not_novel
9621,57000000,52034889,2005,Elizabethtown,192,not_novel
8292,45000000,92374674,2005,Four Brothers,379,not_novel
1690,4800000,80578934,2005,Hostel,448,not_novel
5236,15000000,15785148,2005,Kiss Kiss Bang Bang,527,not_novel
921,88000000,108539911,2005,Cinderella Man,370,not_novel
116,15000000,85306374,2005,Match Point,620,not_novel
10982,15000000,51053787,2005,Hoodwinked!,288,not_novel
11096,25000000,122644820,2005,Hide and Seek,240,not_novel
9722,85000000,131426169,2005,Bewitched,262,not_novel
11931,0,83073883,2005,In Her Shoes,272,not_novel
8274,10000000,0,2005,American Pie Presents: Band Camp,307,not_novel
8814,60000000,55987321,2005,Doom,321,not_novel
10033,0,50817508,2005,Just Friends,248,not_novel
9641,60000000,129181830,2005,Cheaper by the Dozen 2,285,not_novel
11431,30000000,50451307,2005,Fever Pitch,112,not_novel
11648,30000000,58405313,2005,Must Love Dogs,80,not_novel
9777,20000000,7535331,2005,Proof,88,not_novel
179,80000000,162944923,2005,The Interpreter,197,not_novel
4442,88000000,105316267,2005,The Brothers Grimm,451,not_novel
1947,30000000,18618284,2005,An Unfinished Life,82,not_novel
2026,52000000,77944725,2005,Hostage,280,not_novel
6519,50000000,110803676,2005,The Dukes of Hazzard,185,not_novel
612,70000000,130358911,2005,Munich,382,not_novel
8643,19000000,144216468,2005,The Exorcism of Emily Rose,323,not_novel
9388,6500000,24793509,2005,Thank You for Smoking,341,not_novel
11453,22000000,22400154,2005,Deuce Bigalow: European Gigolo,118,not_novel
231,50000000,94000000,2005,Syriana,245,not_novel
10214,84000000,0,2005,Son of the Mask,169,not_novel
8999,22000000,57479076,2005,Derailed,173,not_novel
257,50000000,42093706,2005,Oliver Twist,143,not_novel
9913,43000000,91974818,2005,The Skeleton Key,289,not_novel
5289,12000000,10289,2005,Chaos,162,not_novel
6439,30000000,93772522,2005,Racing Stripes,80,not_novel
3291,7000000,54600000,2005,"Good Night, and Good Luck.",154,not_novel
7214,30000000,76669806,2005,Coach Carter,272,not_novel
59,32000000,60740827,2005,A History of Violence,403,not_novel
10065,19000000,108047131,2005,The Amityville Horror,293,not_novel
7552,100000000,202026112,2005,Fun with Dick and Jane,363,based on novel
10027,45000000,50871113,2005,Unleashed,279,not_novel
7233,45000000,16809014,2005,Rebound,52,not_novel
11638,35000000,68915888,2005,Guess Who,139,not_novel
9687,169000,18564702,2005,Keeping Mum,73,not_novel
9910,35000000,30526509,2005,Two for the Money,78,not_novel
7873,2000000,5967038,2005,Harsh Times,85,not_novel
9315,55000000,223387299,2005,Flightplan,427,not_novel
8978,30000000,35294470,2005,Assault on Precinct 13,160,not_novel
15648,0,0,2005,The Perfect Man,118,not_novel
308,10000000,45742101,2005,Broken Flowers,182,not_novel
6963,20000000,12482775,2005,The Weather Man,147,not_novel
10851,0,0,2005,Revolver,234,not_novel
9885,1000000,27762648,2005,Wolf Creek,126,not_novel
11683,15000000,46770602,2005,Land of the Dead,171,not_novel
10040,0,0,2005,Miss Congeniality 2: Armed and Fabulous,248,not_novel
10070,0,658573,2005,Feast,63,not_novel
69,28000000,186438883,2005,Walk the Line,415,not_novel
9043,0,0,2005,The Family Stone,164,not_novel
8976,30000000,42886719,2005,A Lot Like Love,192,not_novel
10060,40000000,46442528,2005,Get Rich or Die Tryin',121,not_novel
9981,45000000,56070433,2005,Kicking & Screaming,102,not_novel
14517,4000000,866999,2005,MirrorMask,44,not_novel
10012,35000000,19294901,2005,Cursed,75,not_novel
8066,50000000,8342132,2005,Stay,162,not_novel
13374,25000000,27645491,2005,Ice Princess,96,not_novel
9291,82000000,190320568,2005,The Longest Yard,443,not_novel
7553,3000000,18637690,2005,Waiting...,108,not_novel
11637,32000000,97918663,2005,Are We There Yet?,135,not_novel
10077,80000000,5989640,2005,A Sound of Thunder,58,not_novel
7515,0,0,2005,London,52,not_novel
9753,9000000,0,2005,Three,16,not_novel
791,18000000,46201432,2005,The Fog,85,not_novel
10048,135000000,76932943,2005,Stealth,195,not_novel
6961,15000000,47175038,2005,The Wedding Date,133,based on novel
168705,25000000,2405420,2005,BloodRayne,62,not_novel
9912,25000000,0,2005,The World's Fastest Indian,76,not_novel
1420,0,0,2005,Breakfast on Pluto,30,not_novel
9681,0,37691644,2005,Casanova,120,not_novel
24556,0,0,2005,The Land Before Time XI: Invasion of the Tinysauruses,17,not_novel
7364,130000000,119269486,2005,Sahara,243,not_novel
9515,10000000,17297244,2005,The Matador,70,not_novel
398,7000000,49084830,2005,Capote,202,not_novel
14175,35000000,19478106,2005,Valiant,138,not_novel
1985,25000000,82466670,2005,The Constant Gardener,206,not_novel
1544,0,2455831,2005,Imagine Me & You,97,not_novel
2652,950000,7022209,2005,Hard Candy,353,not_novel
10066,40000000,68766121,2005,House of Wax,334,not_novel
13922,80000000,10166502,2005,The Great Raid,53,not_novel
9923,50000000,22944502,2005,Domino,277,not_novel
20077,0,0,2005,The Batman vs Dracula,28,not_novel
18500,0,0,2005,The Sandlot 2,20,not_novel
9074,0,12382362,2005,The Man,77,not_novel
16367,0,0,2005,Kinky Boots,39,not_novel
14199,50000000,69425966,2005,The Adventures of Sharkboy and Lavagirl,148,not_novel
15657,0,0,2005,Tarzan II,119,not_novel
15487,25000000,15431177,2005,The Greatest Game Ever Played,64,not_novel
16553,0,1117920,2005,Little Manhattan,100,not_novel
10064,0,0,2005,Edison,50,not_novel
10292,3500000,0,2005,Urban Legends: Bloody Mary,27,not_novel
8053,15000000,12036149,2005,The Three Burials of Melquiades Estrada,75,not_novel
9721,13000000,0,2005,7 Seconds,26,not_novel
12591,0,0,2005,Santa's Slay,25,not_novel
10092,1000000,10047674,2005,Cry_Wolf,62,not_novel
9763,30000000,27610873,2005,Goal!: The Dream Begins,119,not_novel
11804,10000000,91196419,2005,White Noise,125,not_novel
13020,0,0,2005,Enron: The Smartest Guys in the Room,40,not_novel
9270,475000,3919254,2005,Brick,177,not_novel
12700,30000000,251495,2005,Dominion: Prequel to the Exorcist,38,not_novel
11400,30000000,30536013,2005,The New World,157,not_novel
1951,14200000,674918,2005,Manderlay,33,not_novel
27902,0,0,2005,Love Wrecked,75,not_novel
11459,35000000,86369815,2005,Sky High,292,not_novel
9813,900000,381420,2005,The Quiet,34,not_novel
11460,26000000,57891803,2005,Red Eye,225,not_novel
11348,0,0,2005,Frágiles,54,not_novel
9927,0,40442437,2005,The Ringer,48,not_novel
20910,0,0,2005,The Muppets' Wizard of Oz,21,not_novel
10008,0,0,2005,An American Haunting,72,not_novel
24615,0,0,2005,Aloha Scooby-Doo!,31,not_novel
22473,0,0,2005,Neverwas,11,not_novel
13994,0,2945242,2005,Romance & Cigarettes,17,not_novel
5471,0,92076,2005,Beowulf & Grendel,30,not_novel
340,7000000,2697930,2005,Everything is Illuminated,130,not_novel
10258,0,0,2005,The Madagascar Penguins in a Christmas Caper,34,not_novel
21705,0,0,2005,Barbie Diaries,48,not_novel
17113,1500000,712294,2005,The Ballad of Jack and Rose,22,not_novel
13499,45000000,72028752,2005,"Yours, Mine & Ours",144,not_novel
14057,9000000,0,2005,Trust the Man,15,not_novel
17124,0,0,2005,Wild Things: Diamonds in the Rough,12,not_novel
13933,0,0,2005,One Man Band,70,not_novel
9899,45000000,38058335,2005,The Producers,84,not_novel
9724,0,0,2005,The Mistress of Spices,14,not_novel
14375,818418,4851244,2005,Romanzo criminale,56,not_novel
17035,0,0,2005,The Moguls,12,not_novel
10476,8000000,22201636,2005,Hustle & Flow,50,not_novel
546,1000000,13350369,2005,Transamerica,65,not_novel
10913,0,0,2005,Dear Wendy,15,not_novel
1696,0,0,2005,The Devil's Rejects,132,not_novel
26985,2000000,0,2005,The 12 Dogs of Christmas,11,not_novel
12142,20000000,10442808,2005,Alone in the Dark,74,not_novel
8968,20000000,67192859,2005,Boogeyman,91,not_novel
1826,13000000,23727301,2005,Les Poupées Russes,106,not_novel
15258,0,0,2005,The Aristocrats,18,not_novel
11559,12000000,0,2005,Tideland,66,not_novel
14695,9000000,0,2005,Havoc,36,not_novel
27594,11000000,0,2005,The Best Man,12,not_novel
17455,4000000,0,2005,Hellraiser: Deader,27,not_novel
21481,0,0,2005,Twitches,44,not_novel
29293,6000000,0,2005,House of the Dead 2,13,not_novel
9921,0,0,2005,Shadowboxer,11,not_novel
16456,0,0,2005,The Crow IV: Wicked Prayer,23,not_novel
7295,0,0,2005,8MM 2,11,not_novel
1665,0,1928985,2005,Last Days,51,not_novel
12699,5000000,0,2005,Hellraiser: Hellworld,21,not_novel
9042,30000000,15007991,2005,The Cave,111,not_novel
1833,40000000,31670620,2005,Rent,89,not_novel
30238,0,0,2005,Earthlings,38,not_novel
13679,0,0,2005,Kirikou et les bêtes sauvages,28,not_novel
15124,12000000,0,2005,A Little Trip to Heaven,12,not_novel
16048,0,0,2005,All About Anna,34,not_novel
501,0,0,2005,Grizzly Man,70,not_novel
10707,1500000,11098131,2005,The Squid and the Whale,118,not_novel
20558,0,0,2005,Scooby-Doo! in Where's My Mummy?,22,not_novel
9729,25000000,0,2005,Where the Truth Lies,29,not_novel
8332,1900000,0,2005,Antikörper,10,not_novel
9968,18000000,0,2005,The Big White,40,not_novel
67,0,3357075,2005,Paradise Now,26,not_novel
10845,3000000,0,2005,2001 Maniacs,27,not_novel
14180,15000000,0,2005,Submerged,17,not_novel
14166,0,0,2005,Pretty Persuasion,27,not_novel
20969,0,0,2005,작업의 정석,12,not_novel
20215,0,0,2005,Boo,12,not_novel
12228,2000000,653621,2005,Inside Deep Throat,17,not_novel
1546,0,1919197,2005,Thumbsucker,29,not_novel
18882,7500000,143000,2005,Man-Thing,15,not_novel
16411,1549000,7096000,2005,Tau man ji D,33,not_novel
11421,0,0,2005,C.R.A.Z.Y.,77,not_novel
58462,0,0,2005,Loverboy,10,not_novel
17186,0,3102550,2005,Supercross,12,not_novel
19803,0,0,2005,Underclassman,18,not_novel
14457,0,0,2005,Reeker,21,not_novel
2287,0,0,2005,Rize,10,not_novel
10263,4750000,206871,2005,Tamara,31,not_novel
28366,0,0,2005,House of Fury,18,not_novel
6473,0,0,2005,The Marksman,16,not_novel
2610,10284523,11588205,2005,Shopgirl,31,not_novel
9701,35000000,25224242,2005,North Country,63,not_novel
13557,0,0,2005,The Gravedancers,18,not_novel
8382,0,0,2005,Today You Die,14,not_novel
26138,0,0,2005,형사 Duelist,10,not_novel
1622,0,793604,2005,Lemming,10,not_novel
65215,0,0,2005,Family Guy Presents Stewie Griffin: The Untold Story,62,not_novel
15624,450000,973525,2005,Conversations with Other Women,14,not_novel
7870,8000000,852872,2005,Down in the Valley,33,not_novel
55504,0,0,2005,Go Figure,17,not_novel
23478,12000000,84967,2005,Mozart and the Whale,22,not_novel
13341,30000000,34252847,2005,Bad News Bears,34,not_novel
8008,0,0,2005,Mouth to Mouth,15,not_novel
24123,0,0,2005,Cake,20,not_novel
21891,0,0,2005,Confessions of a Sociopathic Social Climber,10,not_novel
124673,0,0,2005,The Triangle,32,not_novel
1444,0,0,2005,Junebug,26,not_novel
24546,15000000,0,2005,Into the Sun,19,not_novel
12920,0,0,2005,Dreamer: Inspired By a True Story,39,not_novel
72240,0,0,2005,Odd Girl Out,13,not_novel
15493,16398,0,2005,Star Wreck: In the Pirkinning,13,not_novel
18191,10,0,2005,Edmond,16,not_novel
45887,0,0,2005,Alive in Joburg,13,not_novel
5145,0,0,2005,The Business,21,not_novel
11604,0,0,2005,Anthony Zimmer,33,not_novel
22747,0,0,2005,Bob the Butler,13,not_novel
9787,25000000,13411957,2005,Lords of Dogtown,118,not_novel
5171,0,0,2005,Saint-Jacques... La Mecque,13,not_novel
16608,2000000,5048693,2005,The Proposition,103,not_novel
10773,0,0,2005,Mrs Henderson Presents,28,not_novel
7182,0,0,2005,Venom,22,not_novel
10846,35000000,0,2005,La tigre e la neve,47,not_novel
31446,0,0,2005,Archangel,11,not_novel
9700,9600000,4386236,2005,The Lost City,13,not_novel
12261,9000000,0,2005,Carlito's Way: Rise to Power,10,not_novel
19082,2000000,0,2005,No Direction Home: Bob Dylan,13,not_novel
19166,6000000,0,2005,House Of 9,16,not_novel
10579,3500000,0,2005,Dracula III: Legacy,13,not_novel
9009,30000000,25473093,2005,Dark Water,113,based on novel
11788,0,0,2005,Elizabeth I,11,not_novel
1382,0,0,2005,Me and You and Everyone We Know,48,not_novel
9005,0,0,2005,The Ice Harvest,39,not_novel
19583,0,0,2005,Fierce People,18,not_novel
20981,50000,0,2005,The Call of Cthulhu,14,not_novel
148,5000000,0,2005,The Secret Life of Words,24,not_novel
14597,0,0,2005,Lassie,18,not_novel
13919,0,0,2005,The Chumscrubber,24,not_novel
21838,0,0,2005,Dead & Breakfast,16,not_novel
15402,0,1410778,2005,The Notorious Bettie Page,17,not_novel
13373,0,6584159,2005,Millions,37,not_novel
10598,3000000,0,2005,Dirty,17,not_novel
9814,1500000,0,2005,Death Tunnel,14,not_novel
14922,0,0,2005,Happy Endings,18,not_novel
2151,0,0,2005,Man with the Screaming Brain,13,not_novel
292,3000000,11718595,2005,Dave Chappelle's Block Party,15,not_novel
18189,0,0,2005,Dirty Love,15,not_novel
2566,0,0,2005,Le temps qui reste,15,not_novel
14228,0,0,2005,Mortuary,17,not_novel
13014,0,0,2005,The God Who Wasn't There,14,not_novel
49081,8000000,2019009,2005,Maurice Richard,10,not_novel
9288,0,0,2005,Dungeons & Dragons: Wrath of the Dragon God,12,not_novel
20771,0,0,2005,Kim Possible Movie: So the Drama,25,not_novel
11354,0,0,2005,The Upside of Anger,28,not_novel
6967,7000000,0,2005,Die weisse Massai,10,not_novel
98622,0,0,2005,9,49,not_novel
7509,0,10422387,2005,Water,17,not_novel
14286,0,0,2005,Why We Fight,14,not_novel
18825,0,0,2005,Espace détente,12,not_novel
25967,5000000,0,2005,Isolation,19,not_novel
24939,0,0,2005,Return of the Living Dead: Rave to the Grave,12,not_novel
18070,16000000,0,2005,Black Dawn,11,not_novel
22559,0,0,2005,Aliens of the Deep,12,not_novel
14147,0,0,2005,DeVour,15,not_novel
11214,0,0,2005,We Feed the World - Essen Global,11,not_novel
17919,15000000,0,2005,Human Trafficking,12,not_novel
17868,0,0,2005,U2: Vertigo 2005 - Live from Chicago,10,not_novel
31046,0,0,2005,Stone Cold,16,not_novel
10268,0,0,2005,Je vous trouve très beau,21,not_novel
27176,0,0,2005,"The Prize Winner of Defiance, Ohio",10,not_novel
28512,0,0,2005,The Poseidon Adventure,13,not_novel
16548,0,0,2005,Ellie Parker,10,not_novel
14566,0,0,2005,Feed,11,not_novel
24935,0,0,2005,Return of the Living Dead: Necropolis,12,not_novel
868,3000000,9879971,2005,Tsotsi,42,not_novel
29595,0,0,2005,Wal-Mart: The High Cost of Low Price,14,not_novel
14907,0,0,2005,Alien Apocalypse,12,not_novel
19521,0,0,2005,Un amour à taire,11,not_novel
16998,0,0,2005,La Moustache,10,not_novel
15907,12000000,0,2005,Duma,22,not_novel
13015,0,0,2005,George Carlin: Life Is Worth Losing,14,not_novel
20604,0,0,2005,Metal: A Headbanger's Journey,24,not_novel
14788,1600000,0,2005,Bubble,15,not_novel
13222,0,0,2005,The Devil and Daniel Johnston,12,not_novel
18484,0,634074,2005,Wassup Rockers,12,not_novel
834,50000000,111340801,2006,Underworld: Evolution,1015,not_novel
58,200000000,1065659812,2006,Pirates of the Caribbean: Dead Man's Chest,3181,not_novel
920,120000000,461983149,2006,Cars,2336,not_novel
36557,150000000,599045960,2006,Casino Royale,2738,not_novel
591,125000000,758239851,2006,The Da Vinci Code,1585,not_novel
9762,12000000,114194847,2006,Step Up,619,not_novel
950,80000000,660940780,2006,Ice Age: The Meltdown,1775,not_novel
956,150000000,397850012,2006,Mission: Impossible III,1363,not_novel
350,35000000,326551094,2006,The Devil Wears Prada,1773,not_novel
1422,90000000,289847354,2006,The Departed,2635,not_novel
1581,85000000,194168700,2006,The Holiday,748,not_novel
1124,40000000,109676311,2006,The Prestige,2519,not_novel
1593,110000000,574480841,2006,Night at the Museum,1572,not_novel
1164,25000000,135330182,2006,Babel,606,not_novel
9693,76000000,69959751,2006,Children of Men,1211,not_novel
8275,0,0,2006,American Pie Presents: The Naked Mile,289,not_novel
1452,270000000,391081192,2006,Superman Returns,834,not_novel
496,18000000,261572744,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,979,not_novel
9339,82500000,237681299,2006,Click,1273,not_novel
10010,0,0,2006,Brother Bear 2,172,not_novel
9767,52000000,204999686,2006,The Break-Up,520,not_novel
388,45000000,184376254,2006,Inside Man,990,not_novel
7518,80000000,155019340,2006,Over the Hedge,617,not_novel
1427,50000000,132180323,2006,Perfume: The Story of a Murderer,647,not_novel
1372,100000000,170877916,2006,Blood Diamond,1394,not_novel
7457,0,15309302,2006,Alpha Dog,265,not_novel
1948,12000000,42931041,2006,Crank,732,not_novel
186,27000000,56308881,2006,Lucky Number Slevin,787,not_novel
9036,40000000,120455994,2006,Eight Below,328,not_novel
9286,25000000,117719158,2006,Final Destination 3,535,not_novel
588,50000000,97607453,2006,Silent Hill,580,not_novel
9655,20000000,33889159,2006,She's the Man,395,not_novel
1381,35000000,15304890,2006,The Fountain,371,not_novel
9836,100000000,384335608,2006,Happy Feet,876,not_novel
1246,24000000,155721132,2006,Rocky Balboa,455,not_novel
10032,0,6086508,2006,Van Wilder 2: The Rise of Taj,117,not_novel
11619,149000000,64459316,2006,Flushed Away,488,not_novel
9904,80000000,37384046,2006,The Wild,137,not_novel
7551,75000000,180557550,2006,Déjà Vu,862,not_novel
2486,100000000,249288105,2006,Eragon,536,based on novel
2044,40000000,114830111,2006,The Lake House,389,not_novel
4257,45000000,178262620,2006,Scary Movie 4,368,not_novel
9297,75000000,140175006,2006,Monster House,501,not_novel
10947,4200000,0,2006,High School Musical,524,not_novel
6877,50000000,88715192,2006,Failure to Launch,242,not_novel
1579,40000000,120175290,2006,Apocalypto,667,not_novel
9906,50000000,55181129,2006,The Ant Bully,228,not_novel
9792,15000000,69623713,2006,The Hills Have Eyes,359,not_novel
9513,0,141702264,2006,Garfield 2,260,not_novel
10025,28000000,38159905,2006,Just My Luck,271,not_novel
1247,85000000,59908565,2006,The Good Shepherd,174,not_novel
9920,30000000,31070211,2006,Ultraviolet,256,not_novel
7985,15000000,0,2006,Penelope,220,not_novel
82,135000000,163794509,2006,Miami Vice,283,not_novel
9293,18000000,41009669,2006,John Tucker Must Die,206,not_novel
9044,31000000,28000000,2006,Tristan & Isolde,123,not_novel
3683,90000000,65900249,2006,Flags of Our Fathers,308,not_novel
1378,2000000,5179037,2006,Shortbus,78,not_novel
4351,21000000,0,2006,Bordertown,33,not_novel
9975,50000000,69834815,2006,Curious George,68,not_novel
9708,40000000,38755073,2006,The Wicker Man,179,not_novel
7516,17000000,57103895,2006,Smokin' Aces,306,not_novel
9530,50000000,87528173,2006,RV,251,not_novel
9918,0,42647449,2006,Glory Road,66,not_novel
11170,65000000,43545364,2006,We Are Marshall,107,not_novel
1491,40000000,86915017,2006,The Illusionist,967,not_novel
12096,0,0,2006,The Pink Panther,307,not_novel
9988,17500000,19179969,2006,Beerfest,88,not_novel
1441,25000000,5549200,2006,The Contract,90,not_novel
1717,55000000,9450897,2006,All the King's Men,51,not_novel
9035,15500000,0,2006,Slither,133,not_novel
11565,40000000,138259062,2006,Big Momma's House 2,231,not_novel
3093,70000000,38629478,2006,Basic Instinct 2,101,not_novel
2295,5000000,26888376,2006,Clerks II,195,not_novel
9718,72500000,162966177,2006,Talladega Nights: The Ballad of Ricky Bobby,274,not_novel
15255,0,0,2006,Undisputed II: Last Man Standing,67,not_novel
1402,55000000,307077295,2006,The Pursuit of Happyness,1392,not_novel
1887,40000000,60474340,2006,Marie Antoinette,363,not_novel
9959,37665000,14655628,2006,Freedomland,44,not_novel
15860,0,0,2006,Lung fu moon,33,not_novel
9969,0,47231070,2006,Deck the Halls,63,not_novel
14784,0,3669465,2006,The Fall,242,not_novel
1523,6000000,48027970,2006,The Last King of Scotland,274,not_novel
214,10000000,163876815,2006,Saw III,538,not_novel
7512,30000000,495303,2006,Idiocracy,326,not_novel
9353,32000000,80197993,2006,Nacho Libre,214,not_novel
9676,50000000,49111202,2006,The Black Dahlia,151,not_novel
9973,9000000,0,2006,Air Buddies,31,not_novel
503,160000000,181674817,2006,Poseidon,313,not_novel
9310,17000000,7314027,2006,American Dreamz,43,not_novel
14620,0,0,2006,The Butterfly Effect 2,146,not_novel
14611,0,7900000,2006,Ultimate Avengers 2,39,not_novel
18615,16800000,2281089,2006,Fur: An Imaginary Portrait of Diane Arbus,33,not_novel
1819,54000000,130431368,2006,"You, Me and Dupree",242,not_novel
773,8000000,100523181,2006,Little Miss Sunshine,952,not_novel
9072,64000000,101595121,2006,Little Man,143,not_novel
9948,24000000,0,2006,The Fox and the Hound 2,59,not_novel
21316,0,0,2006,Leroy & Stitch,34,not_novel
2447,35000000,0,2006,The Nativity Story,16,not_novel
9794,12000000,38368909,2006,Employee of the Month,82,not_novel
806,25000000,119188334,2006,The Omen,154,not_novel
1251,19000000,68673228,2006,Letters from Iwo Jima,292,not_novel
19595,0,0,2006,Shark Bait,25,not_novel
3509,8500000,5480996,2006,A Scanner Darkly,282,not_novel
9817,0,0,2006,Save the Last Dance 2,46,not_novel
1262,30000000,53653224,2006,Stranger Than Fiction,378,not_novel
1852,63000000,162945894,2006,World Trade Center,240,not_novel
13767,0,84500122,2006,The Santa Clause 3: The Escape Clause,143,not_novel
9726,35000000,42064105,2006,A Good Year,199,not_novel
9592,1200000,0,2006,Open Water 2: Adrift,67,not_novel
14202,19400000,0,2006,The Painted Veil,159,not_novel
313,12000000,1381665,2006,Snow Cake,23,not_novel
37725,15500000,7385434,2006,It’s a Boy Girl Thing,127,not_novel
10073,20000000,48548426,2006,Date Movie,103,not_novel
9788,23000000,38505009,2006,Accepted,229,not_novel
9900,0,6538177,2006,Grandma's Boy,116,not_novel
7484,85000000,197309027,2006,Open Season,395,not_novel
25676,0,0,2006,Bo bui gai wak,61,not_novel
9907,51000000,72779000,2006,Barnyard,124,not_novel
9828,3700000,3338228,2006,Unknown,44,not_novel
10741,0,0,2006,Bobby,58,not_novel
1125,70000000,154937680,2006,Dreamgirls,146,not_novel
326,33000000,62022014,2006,Snakes on a Plane,236,not_novel
4441,0,2077763,2006,Candy,75,not_novel
8998,6500000,13368437,2006,Friends with Money,67,not_novel
12094,11000000,72778712,2006,Jackass Number Two,180,not_novel
4643,70000000,55011732,2006,The Guardian,212,not_novel
10063,0,1675484,2006,The Breed,39,not_novel
4723,17000000,374743,2006,Southland Tales,79,not_novel
9615,85000000,158468292,2006,The Fast and the Furious: Tokyo Drift,1074,not_novel
11652,0,57806952,2006,Invincible,125,not_novel
13967,30000000,35078241,2006,Miss Potter,81,not_novel
9682,38000000,29907685,2006,Pulse,71,not_novel
13205,0,0,2006,Bambi II,109,not_novel
7874,15000000,10903846,2006,Black Snake Moan,110,not_novel
11515,50000000,9448082,2006,Goya's Ghosts,46,not_novel
17700,0,0,2006,Deep Sea 3D,16,not_novel
10115,0,0,2006,Stick It,82,not_novel
9903,25000000,11772461,2006,The Hoax,22,not_novel
8975,20000000,22165608,2006,The Marine,94,not_novel
8997,0,0,2006,Hollow Man II,32,not_novel
11908,0,0,2006,Hatchet,67,not_novel
7510,12000000,6754898,2006,Running with Scissors,35,not_novel
10067,50000000,61112916,2006,The Shaggy Dog,73,not_novel
9978,40000000,23937870,2006,Stormbreaker,120,not_novel
16781,6000000,57231524,2006,Madea's Family Reunion,63,not_novel
14171,12000000,0,2006,Home of the Brave,27,not_novel
9756,0,0,2006,Half Light,27,not_novel
1440,26000000,0,2006,Little Children,111,not_novel
9957,0,0,2006,The Benchwarmers,132,not_novel
1123,0,4291965,2006,Catch a Fire,11,not_novel
9986,85000000,144,2006,Charlotte's Web,161,not_novel
12763,30000000,34742066,2006,Take the Lead,79,not_novel
14113,35000000,12506188,2006,Zoom,84,not_novel
13934,0,0,2006,Mater and the Ghostlight,48,not_novel
3602,0,0,2006,I'll Always Know What You Did Last Summer,43,not_novel
14191,12000000,23006849,2006,Aquamarine,216,not_novel
14208,0,0,2006,The Librarian: Return to King Solomon's Mines,61,not_novel
9914,0,0,2006,Shadow Man,11,not_novel
9952,10000000,7177143,2006,Rescue Dawn,158,not_novel
1116,6500000,22889018,2006,The Wind That Shakes the Barley,71,not_novel
9843,0,0,2006,Big Nothing,55,not_novel
2207,55000000,65664721,2006,16 Blocks,404,not_novel
512,4000000,31584901,2006,Scoop,208,not_novel
14062,5000000,0,2006,Calibre 45,22,not_novel
7511,20000000,0,2006,The Last Kiss,61,not_novel
1259,15000000,49469904,2006,Notes on a Scandal,119,not_novel
9829,15000000,76286096,2006,United 93,180,not_novel
13185,994000,165000,2006,Kidulthood,25,not_novel
9053,21000000,480314,2006,DOA: Dead or Alive,116,not_novel
15363,0,11400000,2006,Something New,26,not_novel
1165,15000000,123384128,2006,The Queen,159,not_novel
9520,0,0,2006,The Thief Lord,36,not_novel
5820,60000000,77920346,2006,The Sentinel,112,not_novel
9784,0,0,2006,Man About Town,22,not_novel
182,32000000,5914908,2006,The Good German,46,not_novel
9664,60000000,17800000,2006,Flyboys,179,not_novel
13060,0,0,2006,Lifted,154,not_novel
4474,0,60896147,2006,My Super Ex-Girlfriend,257,not_novel
7304,15000000,9500000,2006,Running Scared,174,not_novel
1253,0,8974829,2006,Breaking and Entering,29,not_novel
61717,6000000,0,2006,Wendy Wu: Homecoming Warrior,43,not_novel
1252,0,0,2006,Lonely Hearts,42,not_novel
10051,0,0,2006,Fauteuils d'orchestre,19,not_novel
8588,0,0,2006,Shooting Dogs,16,not_novel
13668,25000000,16158487,2006,Catch and Release,58,not_novel
1975,20000000,39143839,2006,The Grudge 2,151,not_novel
10781,16000000,0,2006,The Texas Chainsaw Massacre: The Beginning,207,not_novel
14458,8000000,0,2006,Altered,21,not_novel
5072,0,0,2006,Severance,66,not_novel
12225,0,2294291,2006,Cashback,203,not_novel
13197,8000000,143451,2006,10th & Wolf,12,not_novel
1590,11000000,0,2006,Copying Beethoven,24,not_novel
9754,45000000,82800000,2006,Firewall,145,not_novel
13249,18000000,1196307,2006,Seraphim Falls,65,not_novel
2357,0,580527,2006,10 Items or Less,23,not_novel
14624,0,0,2006,The Ultimate Gift,43,not_novel
